Map,Name,Description,Class,Subclass,PMIDS
map04981,Folate transport and metabolism,,Organismal Systems, Digestive system,"['19732866', '24512081', '35807899', '36341171', '36768667', '32200980', '33105619', '33707653', '33975330', '34207319']"
map05010,Alzheimer disease,"Alzheimer disease (AD) is a chronic disorder that slowly destroys neurons and causes serious cognitive disability. AD is associated with senile plaques and neurofibrillary tangles (NFTs). Amyloid-beta (Abeta), a major component of senile plaques, has various pathological effects on cell and organelle function. To date genetic studies have revealed four genes that may be linked to autosomal dominant or familial early onset AD (FAD). These four genes include: amyloid precursor protein (APP), presenilin 1 (PS1), presenilin 2 (PS2) and apolipoprotein E (ApoE). All mutations associated with APP and PS proteins can lead to an increase in the production of Abeta peptides, specfically the more amyloidogenic form, Abeta42. It was proposed that Abeta form Ca2+ permeable pores and bind to and modulate multiple synaptic proteins, including NMDAR, mGluR5 and VGCC, leading to the overfilling of neurons with calcium ions. Consequently, cellular Ca2+ disruptions will lead to neuronal apoptosis, autophagy deficits, mitochondrial abnormality, defective neurotransmission, impaired synaptic plasticity and neurodegeneration in AD. FAD-linked PS1 mutation downregulates the unfolded protein response and leads to vulnerability to ER stress.",Human Diseases, Neurodegenerative disease,"['10527810', '11484003', '11551913', '12805290', '14557245', '15177383', '15232608', '15645263', '15750290', '16394273', '16677790', '17568632', '18035450', '18648507', '18675468', '19464758', '19903023', '20101724', '20332425', '21116052', '21663966', '22842534', '24051203', '24529521', '24847263', '25394486', '25450339', '25767489', '26074767', '26136647', '27807401', '27994051', '28057414', '29378302', '29890840', '30741722', '31191253', '31655116', '9848086']"
map05014,Amyotrophic lateral sclerosis,"Amyotrophic lateral sclerosis (ALS) is a neurodegenerative disorder characterized by a progressive degeneration of motor neurons in the brain and spinal cord. In 90% of patients, ALS is sporadic, with no clear genetic linkage. On the other hand, the remaining 10% of cases show familial inheritance, with mutations in SOD1, TDP43(TARDBP), FUS, or C9orf72 genes being the most frequent causes. In spite of such difference, familial ALS and sporadic ALS have similarities in their pathological features. Proposed disease mechanisms contributing to motor neuron degeneration in ALS are: impaired proteostasis, aberrant RNA processing, mitochondrial disfunction and oxidative stress, microglia activation, and axonal dysfunction.",Human Diseases, Neurodegenerative disease,"['11239414', '11870681', '12595144', '14569202', '15310460', '16026864', '16372325', '16472115', '16603792', '16713195', '16723044', '16909017', '16924260', '17051205', '17409386', '17434459', '17566607', '18519638', '19230774', '21722302', '21834058', '23361386', '23415570', '24619348', '25071440', '25991442', '26264610', '26388731', '27649160', '27815720', '28057298', '28148298', '28512398', '28669745', '28700839', '28878620', '29299811', '29476642', '29605155', '29626651', '30242016', '30837838', '30870681', '30879475', '31319884', '32119873', '32344665']"
map05016,Huntington disease,"Huntington disease (HD) is an autosomal-dominant neurodegenerative disorder that primarily affects medium spiny striatal neurons (MSN). The symptoms are choreiform, involuntary movements, personality changes and dementia. HD is caused by a CAG repeat expansion in the IT15 gene, which results in a long stretch of polyglutamine (polyQ) close to the amino-terminus of the HD protein huntingtin (Htt). Mutant Htt (mHtt) has effects both in the cytoplasm and in the nucleus. Full-length huntingtin is cleaved by proteases in the cytoplasm, leading to the formation of cytoplasmic and neuritic aggregates. mHtt also alters vesicular transport and recycling, causes cytosolic and mitochondrial Ca2+  overload, triggers endoplasmic reticulum stress through proteasomal dysfunction, and impairs autophagy function, increasing neuronal death susceptibility. N-terminal fragments containing the polyQ strech translocate to the nucleus where they impair transcription and induce neuronal death.",Human Diseases, Neurodegenerative disease,"['11738471', '11807533', '11839795', '12372277', '14526190', '15242639', '15336977', '15459747', '15695335', '15996541', '15996546', '16288298', '16522639', '17041811', '17081970', '18951640', '19525941', '24739785', '25191533', '25270767', '26920688', '29427371', '30941017']"
map05017,Spinocerebellar ataxia,"The autosomal dominant spinocerebellar ataxias (SCAs) are a group of progressive neurodegenerative diseases characterised by loss of balance and motor coordination due to the primary dysfunction of the cerebellum. Compelling evidence points to major aetiological roles for transcriptional dysregulation, protein aggregation and clearance, autophagy, the ubiquitin-proteasome system, alterations of calcium homeostasis, mitochondria defects, toxic RNA gain-of-function mechanisms and eventual cell death with apoptotic features of neurons during SCA disease progression.",Human Diseases, Neurodegenerative disease,"['12050113', '14748477', '15474358', '16613893', '17110330', '18499672', '19890685', '20204399', '20480274', '21683323', '22526417', '23607545', '23831029', '24218544', '24293103', '25653583', '25772041', '25846864', '25854634', '26169942', '26827887', '26889478', '27392710', '27771899', '27857688', '28554312', '28722507', '29253316', '29474920', '29526553', '29777722', '29939198', '30389403', '30910913', '31145571', '31293010', '31630678', '31721251', '31755042']"
map05020,Prion disease,"Prion diseases, also termed transmissible spongiform encephalopathies (TSEs), are a group of fatal neurodegenerative diseases that affect humans and a number of other animal species. The etiology of these diseases is thought to be associated with the conversion of a normal protein, PrPC, into an infectious, pathogenic form, PrPSc. The conversion is induced by prion infections (for example, variant Creutzfeldt-Jakob disease (vCJD), iatrogenic CJD, Kuru), mutations (familial CJD, Gerstmann-Straussler-Scheinker syndrome, fatal familial insomnia (FFI)) or unknown factors (sporadic CJD (sCJD)), and is thought to occur after PrPC has reached the plasma membrane or is re-internalized for degradation. The PrPSc form shows greater protease resistance than PrPC and accumulates in affected individuals, often in the form of extracellular plaques. Pathways that may lead to neuronal death comprise oxidative stress, regulated activation of complement, ubiquitin-proteasome and endosomal-lysosomal systems, synaptic alterations and dendritic atrophy, corticosteroid response, and endoplasmic reticulum stress. In addition, the conformational transition could lead to the lost of a beneficial activity of the natively folded protein, PrPC.",Human Diseases, Neurodegenerative disease,"['10195903', '10398674', '11592845', '14532116', '14705136', '15342004', '15528202', '15611724', '15640354', '15695097', '15890824', '16844381', '17051207', '17085779', '17466621', '18245809', '18420416', '20205843', '20889378', '21196165', '21722302', '21980554', '23439666', '23479001', '24619348', '25584786', '25766616', '27055367', '27060771', '27581199', '28507517', '28643372', '28714865', '29194372', '29261664', '29476642', '29998397', '30710214', '31417367', '31618844', '31795242', '32565065']"
map05022,Pathways of neurodegeneration - multiple diseases,"Neurodegeneration is generally defined as progressive, irreversible loss of neurons, which may affect either the peripheral or central nervous system (CNS). Neurodegenerative diseases (NDs) include highly debilitating illnesses, such as Alzheimer (AD), Parkinson disease (PD), amyotrophic lateral sclerosis, Huntington disease, spinocerebellar ataxias, and prion diseases (PrD). The hallmark event, which is thought to be at the root of these diseases, is the progressive accumulation of misfolded protein aggregates. Major basic processes include abnormal protein dynamics due to deficiency of the ubiquitin-proteosome-autophagy system, oxidative stress and free radical formation, endoplasmic reticulum stress, mitochondrial dysfunction and (secondary) disruptions of axonal transport.",Human Diseases, Neurodegenerative disease,"['15272267', '19043451', '19230774', '19707851', '19828789', '20070435', '20434225', '21722302', '23361386', '24619348', '25132814', '25270767', '25413678', '26410600', '27873462', '28062563', '28279350', '28643372', '29734735', '30030024', '30250260', '30258237', '30743990', '31558780', '31783880', '31795242', '32204380', '32397599']"
map05030,Cocaine addiction,"Drug addiction is a chronic, relapsing disorder in which compulsive drug-seeking and drug-taking behavior persists despite serious negative consequences.There is strong evidence that the dopaminergic system that projects from the ventral tegmental area (VTA) of the midbrain to the nucleus accumbens (NAc), and to other forebrain sites, is the major substrate of reward and reinforcement for both natural rewards and addictive drugs. Cocaine binds strongly to the dopamine-reuptake transporter, preventing the reuptake of dopamine into the nerve terminal. Because of this blocking effect, dopamine remains at high concentrations in the synapse and continues to affect adjacent neurons, producing the characteristic cocaine ""high."" Activated D1 receptor activates the PKA signaling pathway, and this pathway plays a critical role in mediating the behavioral responses to cocaine administration. Cocaine-induced neuroadaptations, including dopamine depletion, may underlie craving and hedonic dysregulation.",Human Diseases, Substance dependence,"['10234039', '11268215', '11595774', '12064476', '12818179', '14566342', '14746512', '15091342', '15582154', '16251986', '16278489', '18440072', '19403004']"
map05031,Amphetamine addiction,"Amphetamine is a psychostimulant drug that exerts persistent addictive effects. Most addictive drugs increase extracellular concentrations of dopamine (DA) in nucleus accumbens (NAc) and medial prefrontal cortex (mPFC), projection areas of mesocorticolimbic DA neurons and key components of the ""brain reward circuit"". Amphetamine achieves this elevation in extracellular levels of DA by promoting efflux from synaptic terminals. Acute administration of amphetamine induces phosphorylation of cAMP response element-binding protein (CREB) and expression of a number of immediate early genes (IEGs), such as c-fos. The IEGs is likely to initiate downstream molecular events, which may have important roles in the induction and maintenance of addictive states. Chronic exposure to amphetamine induces a unique transcription factor delta FosB, which plays an essential role in long-term adaptive changes in the brain.",Human Diseases, Substance dependence,"['10414964', '10774721', '14529709', '14622123', '14746512', '16151049', '16724157', '16776597', '17728700', '18440072', '18617632', '18632938', '19199083', '19222557', '21338876', '21989194', '8630246', '8753884']"
map05032,Morphine addiction,"Morphine is an alkaloid from the plant extracts of opium poppy. Although morphine is highly effective for the treatment of pain, it is also known to be intensely addictive. We now know that the most important brain-reward circuit involves dopamine (DA) -containing neurons in the ventral tegmental area (VTA) of the midbrain and their target areas in the limbic forebrain, in particular, the nucleus accumbens (NAc) and frontal regions of cerebral cortex. Morphine can cause indirect excitation of VTA dopamine neurons by reducing inhibitory synaptic transmission mediated by GABAergic neurons. The chronic use of morphine is characterized by adaptive changes in neurons and neuronal communication; such adaptations (e.g., 'superactivation' of adenylyl cyclase) must underlie altered behaviour associated with morphine dependence and withdrawal syndrome, as well as drug-induced craving and relapse to drug use.",Human Diseases, Substance dependence,"['10066284', '11152760', '11750924', '12217944', '12859419', '1346804', '14625081', '14969742', '15661627', '16581089', '18349442', '20962224', '21872647', '21930931', '8096779', '8785060', '8987801']"
map05033,Nicotine addiction,"Nicotine is one of the main psychoactive ingredients in tobacco that contributes to the harmful tobacco smoking habit. A common feature of addictive drugs, including nicotine, is that they increase dopamine (DA) release in the nucleus accumbens (NAc). The principal dopaminergic projections to NAc arise from neurons in the ventral tegmental area (VTA). In the VTA, alpha6- and alpha4beta2-containing nAChRs (alpha6*-AChRs and alpha4beta2*-AChRs, respectively) are located on GABAergic terminals and provide inhibitory inputs onto DAergic neuons, while alpha7*-nAChRs are located on glutamatergic terminals and activation of these receptors enhances glutamate release and increases excitability of DAergic neurons. Nicotine acts as an agonist to activate and desensitize these nicotinic acetylcholine receptors (nAChRs). After a short exposure to nicotine, alpha6*- and alpha4beta2*- nAChRs on GABAergic afferents are desensitized, decreasing GABA release and decreasing local inhibition of DA neurons. But the alpha7*-nAChRs on glutamatergic afferents remain active and enhance glutamate excitation of the DA neurons, leading to increased DA release in the NAc -and so facilitate the reinforcing effects of nicotine.",Human Diseases, Substance dependence,"['11906697', '12436424', '12716925', '14708004', '14747518', '15165747', '15661626', '16251989', '17009926', '18640919', '18723034', '19184650', '19434058', '19498417', '19669944', '20485364', '20833261']"
map05034,Alcoholism,"Alcoholism, also called dependence on alcohol (ethanol), is a chronic relapsing disorder that is progressive and has serious detrimental health outcomes. As one of the primary mediators of the rewarding effects of alcohol, dopaminergic ventral tegmental area (VTA) projections to the nucleus accumbens (NAc) have been identified. Acute exposure to alcohol stimulates dopamine release into the NAc, which activates D1 receptors, stimulating PKA signaling and subsequent CREB-mediated gene expression, whereas chronic alcohol exposure leads to an adaptive downregulation of this pathway, in particular of CREB function. The decreased CREB function in the NAc may promote the intake of drugs of abuse to achieve an increase in reward and thus may be involved in the regulation of positive affective states of addiction. PKA signaling also affects NMDA receptor activity and may play an important role in neuroadaptation in response to chronic alcohol exposure.",Human Diseases, Substance dependence,"['10774721', '12068305', '12085089', '12605085', '14729391', '15500908', '16102840', '16278489', '16764827', '16776597', '17270154', '18310464', '18616668', '18991950', '19077056', '19342616', '19756388', '20626732', '20729980', '20947635']"
map05100,Bacterial invasion of epithelial cells,"Many pathogenic bacteria can invade phagocytic and non-phagocytic cells and colonize them intracellularly, then become disseminated to other cells. Invasive bacteria induce their own uptake by non-phagocytic host cells (e.g. epithelial cells) using two mechanisms referred to as zipper model and trigger model. Listeria, Staphylococcus, Streptococcus, and Yersinia are examples of bacteria that enter using the zipper model. These bacteria express proteins on their surfaces that interact with cellular receptors, initiating signalling cascades that result in close apposition of the cellular membrane around the entering bacteria. Shigella and Salmonella are the examples of bacteria entering cells using the trigger model. These bacteria use type III secretion systems to inject protein effectors that interact with the actin cytoskeleton.",Human Diseases, Infectious disease: bacterial,"['16406780', '17298394', '17719540', '19157959', '19185531', '19296488']"
map05110,Vibrio cholerae infection,"Cholera toxin (CTX) is one of the main virulence factors of Vibrio cholerae. Once secreted, CTX B-chain (CTXB) binds to ganglioside GM1 on the surface of the host's cells. After binding takes place, the entire CTX complex is carried from plasma membrane (PM) to endoplasmic reticulum (ER). In the ER, the A-chain (CTXA) is recognized by protein disulfide isomerase (PDI), unfolded, and delivered to the membrane where the membrane-associated ER-oxidase, Ero1, oxidizes PDI to release the CTXA into the protein-conducting channel, Sec61. CTXA is then retro-translocated to the cytosol and induces water and electrolyte secretion by increasing cAMP levels via adenylate cyclase (AC) to exert toxicity.",Human Diseases, Infectious disease: bacterial,"['10942706', '11032799', '11207565', '11292584', '11349009', '11454785', '11953326', '12102686', '12403808', '12671039', '13679513', '14659695', '15204437', '17156122', '17464284']"
map05111,Biofilm formation - Vibrio cholerae,"Surface colonization and subsequent biofilm formation and development provide numerous advantages to microorganisms. On the other hand, biofilm formation is an energetically costly process and therefore must be tightly regulated and plastic, enabling biofilm bacteria to be responsive to the various environmental cues. The quorum sensing (QS) pathway of Vibrio cholerae activates the expression of VpsR, VpsT and AphA (the main activators of biofilm formation) at low cell density and HapR (the main repressor) at high cell density. At low cell density, biofilm genes, including Vibrio polysaccharide (VPS) biosynthesis genes and the major extracellular matrix genes RbmA, RbmC, and Bap1, are expressed. The QS pathway also leads to induction of virulence factors such as toxin coregulated pilus (TCP) and cholera toxin (CTX), essential for colonization of the host and enterotoxicity, respectively. The VarS/VarA signaling system responds to an unknown environmental cue and represses biofilm production by process which involves the regulatory sRNAs CsrB, CsrC and CsrD and the RNA-binding protein CsrA, interfering with LuxO of the QS pathway. The second messenger cAMP acts as a repressor of biofilm formation. cAMP is generated by adenylate cyclase CyaA, and in complex with cAMP receptor protein (CRP), this nucleotide has been shown to upregulate HapR production through the positive regulation of the CAI-I synthase CqsA and the negative regulation of Fis. The second messenger c-di-GMP is a key signalling molecule controlling motility and biofilm matrix production. High cellular levels of c-di-GMP promote enhanced transcription of genes involved in biofilm formation, possibly by promoting VpsT-mediated transcriptional activation of vps genes.",Cellular Processes, Cellular community - prokaryotes,"['16262799', '17181781', '17921282', '17981973', '19287449', '25666534', '25895940', '26700108', '9371445']"
map05120,Epithelial cell signaling in Helicobacter pylori infection,"Two major virulence factors of H. pylori are the vacuolating cytotoxin (VacA) and the cag type-IV secretion system (T4SS) and its translocated effector protein, cytotoxin-associated antigen A (CagA).",Human Diseases, Infectious disease: bacterial,"['11389469', '12197905', '14700549', '15694859']"
map05130,Pathogenic Escherichia coli infection,"Enteropathogenic E. coli (EPEC) and enterohemorrhagic E. coli (EHEC) are closely related pathogenic strains of Escherichia coli. The hallmark of EPEC/EHEC infections [DS:H00278 H00277] is induction of attaching and effacing (A/E) lesions that damage intestinal epithelial cells. The capacity to form A/E lesions is encoded mainly by the locus of enterocyte effacement (LEE) pathogenicity island. Tir, Map, EspF, EspG are known LEE-encoded effector proteins secreted via the type III secretion system, which is also LEE-encoded, into the host cell. EPEC and EHEC Tir's link the extracellular bacterium to the cell cytoskeleton. Map and EspF are involved in mitochondrion membrane permeabilization. EspG interacts with tubulins and stimulates microtubule destabilization. LEE-encoded adhesin or intimin (Eae) is exported via the general secretory pathway to the periplasm, where it is inserted into the outer membrane. In addition to Tir, two potential host cell-carried intimin receptors, beta1 integrin (ITGB1) and nucleolin (NCL), have so far been identified. The distinguishing feature of EHEC is the elaboration of Shiga-like toxin (Stx). Stx cleaves ribosomal RNA, thereby disrupting protein synthesis and killing the intoxicated epithelial or endothelial cells.",Human Diseases, Infectious disease: bacterial,"['15318166', '20300064', '21488979', '23927593', '25588886', '26104206', '27606286', '27617233', '27732847', '29477730']"
map05131,Shigellosis,"Shigellosis, or bacillary dysentery, is an intestinal infection caused by Shigella, a genus of enterobacteria. Shigella are potential food-borne pathogens that are capable of colonizing the intestinal epithelium by exploiting epithelial-cell functions and circumventing the host innate immune response. During basolateral entry into the host-cell cytoplasm, Shigella deliver a subset of effectors into the host cells through the type III secretion system. The effectors induce membrane ruffling through the stimulation of the Rac1-WAVE-Arp2/3 pathway, enabling bacterial entry into the epithelial cells. During multiplication within the cells, Shigella secrete another subset of effectors. VirG induces actin polymerization at one pole of the bacteria, allowing the bacteria to spread intracellularly and to infect adjacent cells. OspF, OspG and IpaH(9.8) downregulate the production of proinflammatory cytokines such as IL-8, helping bacteria circumvent the innate immune response.",Human Diseases, Infectious disease: bacterial,"['20228623', '25264025', '25999954', '28393050', '29477730', '29875765', '30953429']"
map05132,Salmonella infection,"Salmonella infection usually presents as a self-limiting gastroenteritis or the more severe typhoid fever and bacteremia. The common disease-causing Salmonella species in human is a single species, Salmonella enterica, which has numerous serovars.",Human Diseases, Infectious disease: bacterial,"['10499590', '12675800', '17074883', '17983751', '18411289', '19157959', '22702524', '25749450', '27222578', '27974148', '28848711', '28875943', '29477730', '31402916']"
map05134,Legionellosis,"Legionellosis is a potentially fatal infectious disease caused by the bacterium Legionella pneumophila and other legionella species. Two distinct clinical and epidemiological syndromes are associated with Legionella species: Legionnaires' disease is the more severe form of the infection, which may involve pneumonia, and Pontiac fever is a milder respiratory illness.",Human Diseases, Infectious disease: bacterial,"['12427954', '15972519', '16495539', '16824952', '17124169', '1721820', '18048909', '18281405', '18284575', '18363881', '18549456', '19021631', '19157961', '19343209', '19386084', '19478083', '19666608', '19687203', '20375353', '20941588']"
map05143,African trypanosomiasis,"Trypanosoma brucei, the parasite responsible for African trypanosomiasis (sleeping sickness), are spread by the tsetse fly in sub-Saharan Africa. The parasites are able to pass through the blood-brain barrier and cause neurological damage by inducing cytokines like TNF alpha, IFN gamma, and IL1. These cytokines and other metabolites such as nitric oxide and somnogenic prostaglandin D2 disturb circadian rhythms in patients with African trypanosomiasis.",Human Diseases, Infectious disease: parasitic,"['11850009', '12088284', '16600243', '17582444', '19016378', '19168735', '19559585', '19621073', '19995590', '20398209', '9574925']"
map05144,Malaria,Plasmodium protozoa are parasites that account for malaria infection. Sporozoite forms of the parasite are injected by mosquito bites under the skin and are carried to the liver where they develop into the merozoite form.,Human Diseases, Infectious disease: parasitic,"['10885986', '11224682', '11832955', '12364790', '14737184', '15094163', '15106591', '15463497', '15464448', '16019257', '16138104', '16468982', '17630968', '18250459', '19101208', '19967139', '20091081', '8920859']"
map05145,Toxoplasmosis,"Toxoplasma gondii is an obligate intracellular parasite that is prevalent worldwide. The tachyzoite form acquired by oral ingestion downmodulates proinflammatory signaling pathways via various mechanisms. During early infection, nuclear translocation of NFkB is temporally blocked and p38 MAPK phosphorylation is prevented, suppressing IL-12 production. Another pathway for IL-12 induction occurs through CCR5 dependent pathway, but parasitic induction of an eicosanoid LXA4 contributes to the downregulation of IL-12. Direct activation of STAT3 by the parasite enhance anti-inflammatory function of IL-10 and TGF beta. T. gondii can cause lifelong chronic infection by establishing an anti-apoptotic environment through induction of bcl-2 or IAPs and by redirecting LDL-mediated cholesterol transport to scavenge nutrients from the host.",Human Diseases, Infectious disease: parasitic,"['10234174', '10525166', '12106793', '12580944', '12857995', '14642303', '14987366', '15361242', '15639739', '16339966', '17024357', '17110955', '18059289', '18327664', '18617274', '18775432', '19400868', '19744886', '19891610']"
map05146,Amoebiasis,"Entamoeba histolytica, an extracellular protozoan parasite is a human pathogen that invades the intestinal epithelium. Infection occurs on ingestion of contaminated water and food. The pathogenesis of amoebiasis begins with parasite attachment and disruption of the intestinal mucus layer, followed by apoptosis of host epithelial cells. Intestinal tissue destruction causes severe dysentery and ulcerations in amoebic colitis. Several amoebic proteins such as lectins, cysteine proteineases, and amoebapores are associated with the invasion process. The parasite can cause extraintestinal infection like amoebic liver abscess by evading immune response.",Human Diseases, Infectious disease: parasitic,"['10637584', '10756002', '11352795', '11378035', '12142490', '12160867', '12660071', '14502002', '14700586', '15813717', '16380324', '17576362', '17702556', '18725798', '19207103', '20145703', '20303955', '9832261']"
map05150,Staphylococcus aureus infection,"Staphylococcus aureus can cause multiple forms of infections ranging from superficial skin infections to food poisoning and life-threatening infections. The organism has several ways to divert the effectiveness of the immune system: secreting immune modulating proteins that inhibit complement activation and neutrophil chemotaxis or lysis, modulating the sensitivity to cationic antimicrobial peptides (such as defensin) by increasing the positive net charge of its cytoplasmic membrane, and expression of superantigens that prevent development of a normal immune response or cause an emetic response when ingested.",Human Diseases, Infectious disease: bacterial,"['11361034', '12091905', '12228315', '14993252', '15273292', '15372083', '15561843', '16086019', '16111912', '16184199', '16242332', '16322743', '16640587', '16679003', '16710608', '16724100', '17114475', '17132726', '17517597', '17848512', '17893203', '18045383', '18061675', '18544012', '18837785', '19112495', '19503103', '20062962', '20133685', '20178484']"
map05161,Hepatitis B,"Hepatitis B virus (HBV) is an enveloped virus and contains a partially double-stranded relaxed circular DNA (RC-DNA) genome. After entry into hepatocytes, HBV RC-DNA is transported to the nucleus and converted into a covalently closed circular molecule cccDNA. The cccDNA is the template for transcription of all viral RNAs including the pregenomic RNA (pgRNA), encoding for 7 viral proteins: large, middle, and small envelope proteins (LHBs, MHBs, and SHBs) that form the surface antigen (HBsAg), the core antigen (HBcAg), the e antigen (HBeAg), the HBV polymerase, and the regulatory protein X (HBx). The pgRNA interacts with the viral polymerase protein to initiate the encapsidation into the core particles. Through endoplasmic reticulum, the core particles finish assembling with the envelope proteins and are released. HBV infection leads to a wide spectrum of liver diseases raging from chronic hepatitis, cirrhosis to hepatocellular carcinoma. The mechanism of liver injury is still not clear. However, HBV proteins target host proteins, involved in a variety of functions, thus regulating transcription, cellular signaling cascades, proliferation, differentiation, and apoptosis.",Human Diseases, Infectious disease: viral,"['11099494', '11743185', '12686421', '15132991', '15173177', '16173017', '16459163', '16891440', '17059849', '18251977', '18481805', '18605975', '19201080', '19263472', '19854353', '20375222', '21647825', '21994545', '21994562', '22504921', '22869468', '23363957', '24530748', '25550115', '26239691', '26776362', '28704708', '28820498', '28862649', '28893934', '30059722', '9738022', '9195957']"
map05163,Human cytomegalovirus infection,"Human cytomegalovirus (HCMV) is an enveloped, double-stranded DNA virus that is a member of beta-herpesvirus family. HCMV is best known for causing significant morbidity and mortality in immunocompromised populations. As with other herpesviruses, HCMV gB and gH/gL envelope glycoproteins are essential for virus entry. HCMV gB could activate the PDGFRA, and induce activation of the oncogenic PI3-K/AKT pathway. Though it is unlikely that HCMV by itself can act as an oncogenic factor, HCMV may have an oncomodulatory role, to catalyze an oncogenic process that has already been initiated. US28, one of the four HCMV-encoded vGPCRs (US27, US28, UL33 and UL78), also has a specific role in the oncomodulatory properties. In addition, HCMV has developed numerous mechanisms for manipulating the host immune system. The virally encoded US2, US3, US6 and US11 gene products all interfere with major histocompatibility complex (MHC) class I antigen presentation. HCMV encodes several immediate early (IE) antiapoptotic proteins (IE1, IE2, vMIA and vICA). These proteins might avoid immune clearance of infected tumor cells by cytotoxic lymphocytes and NK cells.",Human Diseases, Infectious disease: viral,"['10707064', '11175803', '12062798', '14720582', '14975530', '15172446', '15352160', '15380778', '15389728', '15990176', '16352349', '17145306', '17169327', '19107226', '20398729', '20969904', '21383764', '22454101', '23145028', '24445563', '24839861', '25549333', '25805993', '27060663', '27160907', '27501260', '28035083', '28132838', '28488292', '28869497', '29082387', '29237840', '29547547']"
map05164,Influenza A,"Influenza is a contagious respiratory disease caused by influenza virus infection. Influenza A virus is responsible for both annual seasonal epidemics and periodic worldwide pandemics. Novel strains that cause pandemics arise from avian influenza virus by genetic reassortment among influenza viruses and two surface glycoproteins HA and NA form the basis of serologically distinct virus types. The innate immune system recognizes invaded virus through multiple mechanisms. Viral non-structural NS1 protein is a multifunctional virulence factor that interfere IFN-mediated antiviral response. It inhibits IFN production by blocking activation of transcription factors such as NF-kappa B and IRF3. NS1 further inhibits the activation of IFN-induced antiviral genes. PB1-F2 protein is another virulence factor that induce apoptosis of infected cells, which results in life-threatening bronchiolitis.",Human Diseases, Infectious disease: viral,"['18588994', '18980544', '19565019', '19782761', '20020828', '20130137', '21253874', '21698289', '21971186', '23170167', '23236273', '23977434', '24225499', '26008706', '27231932', '27751627', '29556226', '30079062', '30254192', '30487536', '30510918', '30545063']"
map05166,Human T-cell leukemia virus 1 infection,"Human T-cell leukemia virus type 1 (HTLV-1) is a pathogenic retrovirus that is associated with adult T-cell leukemia/lymphoma (ATL). It is also strongly implicated in non-neoplastic chronic inflammatory diseases such as HTLV-1-associated myelopathy/tropical spastic paraparesis (HAM/TSP). Expression of Tax, a viral regulatory protein is critical to the pathogenesis. Tax is a transcriptional co-factor that interfere several signaling pathways related to anti-apoptosis or cell proliferation. The modulation of the signaling by Tax involve its binding to transcription factors like CREB/ATF, NF-kappa B, and SRF.",Human Diseases, Infectious disease: viral,"['11244044', '11264182', '12802280', '15040584', '15310405', '15761473', '15988028', '16036567', '16155602', '16155604', '17384582', '18421579', '18702816', '18923409', '20332002', '21114861', '21315773', '21743832', '21994754', '21994758', '21994767', '22783232', '23248621', '23741982', '26324707', '26797638', '26927155', '27334587', '9710600']"
map05168,Herpes simplex virus 1 infection,"Herpes simplex virus 1(HSV-1) is a common human pathogen, which initially infects orofacial mucosal surfaces. The virus replicates in epithelial cells at these sites, causing clinically overt disease characterized by vesicular lesions. HSV-1 then penetrates to the nervous system and establishes latency in sensory neurons. Throughout the lifetime of the host, HSV-1 may reactivate from its latent state and reinitiate a lytic infection cycle. HSV-1 has developed various mechanisms to escape its host innate immune responses and increased its capacity to replicate and to persist. ICP34.5, ICP0, ICP27, Us11 and Vhs (UL41) are the proteins involved in viral interference.",Human Diseases, Infectious disease: viral,"['12787566', '12826401', '12855695', '12960333', '15056211', '15078920', '15163721', '15276609', '17229694', '18508584', '19344302', '19495760', '20221426', '21146386', '21994567', '21994592', '23115300', '23150579', '23864622', '24262390', '25375272', '25798530', '26952111', '27154074', '27367734', '28468873', '29298887']"
map05169,Epstein-Barr virus infection,"Epstein-Barr virus (EBV) is a gamma-herpes virus that widely infects human populations predominantly at an early age but remains mostly asymptomatic. EBV has been linked to a wide spectrum of human malignancies, including nasopharyngeal carcinoma and other hematologic cancers, like Hodgkin's lymphoma, Burkitt's lymphoma (BL), B-cell immunoblastic lymphoma in HIV patients, and posttransplant-associated lymphoproliferative diseases.  EBV has the unique ability to establish life-long latent infection in primary human B lymphocytes. During latent infection, EBV expresses a small subset of genes, including 6 nuclear antigens (EBNA-1, -2, -3A, -3B, -3C, and -LP), 3 latent membrane proteins (LMP-1, -2A, and -2B), 2 small noncoding RNAs (EBER-1 and 2). On the basis of these latent gene expression, three different latency patterns associated with the types of cancers are recognized.",Human Diseases, Infectious disease: viral,"['10818681', '11669605', '11905817', '12740915', '12811813', '14506283', '15510157', '17601372', '18977445', '19244339', '19394062', '19498380', '19649319', '21146386', '21347341', '21372216', '21429244', '22110506', '22249143', '23303627', '23435233', '23793113', '23850008', '24586164', '25403939', '25613730', '25635182', '25704559', '25873381', '27886133', '28408983', '28835489', '29116588', '29932446', '30116721']"
