PMID,Title,DOI,Abstract
27892922,Convergence and divergence of bitterness biosynthesis and regulation in Cucurbitaceae.,10.1038/nplants.2016.183,"Differentiation of secondary metabolite profiles in closely related plant species provides clues for unravelling biosynthetic pathways and regulatory circuits, an area that is still underinvestigated. Cucurbitacins, a group of bitter and highly oxygenated tetracyclic triterpenes, are mainly produced by the plant family Cucurbitaceae. These compounds have similar structures, but differ in their antitumour activities and ecophysiological roles. By comparative analyses of the genomes of cucumber, melon and watermelon, we uncovered conserved syntenic loci encoding metabolic genes for distinct cucurbitacins. Characterization of the cytochrome P450s (CYPs) identified from these loci enabled us to unveil a novel multi-oxidation CYP for the tailoring of the cucurbitacin core skeleton as well as two other CYPs responsible for the key structural variations among cucurbitacins C, B and E. We also discovered a syntenic gene cluster of transcription factors that regulates the tissue-specific biosynthesis of cucurbitacins and may confer the loss of bitterness phenotypes associated with convergent domestication of wild cucurbits. This study illustrates the potential to exploit comparative genomics to identify enzymes and transcription factors that control the biosynthesis of structurally related yet unique natural products."
27990019,Transcriptional architecture of the mammalian circadian clock.,10.1038/nrg.2016.150,"Circadian clocks are endogenous oscillators that control 24-hour physiological and behavioural processes in organisms. These cell-autonomous clocks are composed of a transcription-translation-based autoregulatory feedback loop. With the development of next-generation sequencing approaches, biochemical and genomic insights into circadian function have recently come into focus. Genome-wide analyses of the clock transcriptional feedback loop have revealed a global circadian regulation of processes such as transcription factor occupancy, RNA polymerase II recruitment and initiation, nascent transcription, and chromatin remodelling. The genomic targets of circadian clocks are pervasive and are intimately linked to the regulation of metabolism, cell growth and physiology."
28044277,Electron microscopy studies of the coronavirus ribonucleoprotein complex.,10.1007/s13238-016-0352-8,
28137963,The Role of Efferocytosis in Atherosclerosis.,10.1161/CIRCULATIONAHA.116.025684,"The necrotic core has long been a hallmark of the vulnerable atherosclerotic plaque. Although apoptotic cells are cleared quickly in almost all other tissue beds, their removal appears to be significantly impaired in the diseased blood vessel. Emerging evidence indicates that this phenomenon is caused by a defect in efferocytosis, the process by which apoptotic tissue is recognized for engulfment by phagocytic cells such as macrophages. Genetic and experimental data suggest that efferocytosis is impaired during atherogenesis caused by dysregulation of so-called eat me ligands, which govern the edibility of cells undergoing programmed cell death. The following is a summary of recent data indicating that efferocytosis is a major unappreciated driver of lesion expansion but also a reversible defect that can potentially be targeted as a means to prevent plaque progression."
28317453,"Ebola virus - epidemiology, diagnosis, and control: threat to humans, lessons learnt, and preparedness plans - an update on its 40 year's journey.",10.1080/01652176.2017.1309474,"Ebola virus (EBOV) is an extremely contagious pathogen and causes lethal hemorrhagic fever disease in man and animals. The recently occurred Ebola virus disease (EVD) outbreaks in the West African countries have categorized it as an international health concern. For the virus maintenance and transmission, the non-human primates and reservoir hosts like fruit bats have played a vital role. For curbing the disease timely, we need effective therapeutics/prophylactics, however, in the absence of any approved vaccine, timely diagnosis and monitoring of EBOV remains of utmost importance. The technologically advanced vaccines like a viral-vectored vaccine, DNA vaccine and virus-like particles are underway for testing against EBOV. In the absence of any effective control measure, the adaptation of high standards of biosecurity measures, strict sanitary and hygienic practices, strengthening of surveillance and monitoring systems, imposing appropriate quarantine checks and vigilance on trade, transport, and movement of visitors from EVD endemic countries remains the answer of choice for tackling the EBOV spread. Herein, we converse with the current scenario of EBOV giving due emphasis on animal and veterinary perspectives along with advances in diagnosis and control strategies to be adopted, lessons learned from the recent outbreaks and the global preparedness plans. To retrieve the evolutionary information, we have analyzed a total of 56 genome sequences of various EBOV species submitted between 1976 and 2016 in public databases."
28388438,LSM12 and ME31B/DDX6 Define Distinct Modes of Posttranscriptional Regulation by ATAXIN-2 Protein Complex in Drosophila Circadian Pacemaker Neurons.,10.1016/j.molcel.2017.03.004,"ATAXIN-2 (ATX2) has been implicated in human neurodegenerative diseases, yet it remains elusive how ATX2 assembles specific protein complexes to execute its physiological roles. Here we employ the posttranscriptional co-activator function of Drosophila ATX2 to demonstrate that LSM12 and ME31B/DDX6 are two ATX2-associating factors crucial for sustaining circadian rhythms. LSM12 acts as a molecular adaptor for the recruitment of TWENTY-FOUR (TYF) to ATX2. The ATX2-LSM12-TYF complex thereby stimulates TYF-dependent translation of the rate-limiting clock gene period (per) to maintain 24 hr periodicity in circadian behaviors. In contrast, ATX2 contributes to NOT1-mediated gene silencing and associates with NOT1 in a ME31B/DDX6-dependent manner. The ME31B/DDX6-NOT1 complex does not affect PER translation but supports high-amplitude behavioral rhythms along with ATX2, indicating a PER-independent clock function of ATX2. Taken together, these data suggest that the ATX2 complex may switch distinct modes of posttranscriptional regulation through its associating factors to control circadian clocks and ATX2-related physiology."
28392570,Human T-cell lymphotropic virus type 1 and its oncogenesis.,10.1038/aps.2017.17,"Human T-cell lymphotropic virus type 1 (HTLV-1) is the etiologic agent of adult T-cell leukemia/lymphoma (ATL), a rapidly progressing clonal malignancy of CD4+ T lymphocytes. Exploring the host-HTLV-1 interactions and the molecular mechanisms underlying HTLV-1-mediated tumorigenesis is critical for developing efficient therapies against the viral infection and associated leukemia/lymphoma. It has been demonstrated to date that several HTLV-1 proteins play key roles in the cellular transformation and immortalization of infected T lymphocytes. Of note, the HTLV-1 oncoprotein Tax inhibits the innate IFN response through interaction with MAVS, STING and RIP1, causing the suppression of TBK1-mediated phosphorylation of IRF3/IRF7. The HTLV-1 protein HBZ disrupts genomic integrity and inhibits apoptosis and autophagy of the target cells. Furthermore, it is revealed that HBZ enhances the proliferation of ATL cells and facilitates evasion of the infected cells from immunosurveillance. These studies provide insights into the molecular mechanisms by which HTLV-1 mediates the formation of cancer as well as useful strategies for the development of new therapeutic interventions against ATL. In this article, we review the recent advances in the understanding of the pathogenesis, the underlying mechanisms, clinical diagnosis and treatment of the disease caused by HTLV-1 infection. In addition, we discuss the future direction for targeting HTLV-1-associated cancers and strategies against HTLV-1."
28393050,How Do the Virulence Factors of Shigella Work Together to Cause Disease?,10.3389/fcimb.2017.00064,"Shigella is the major cause of bacillary dysentery world-wide. It is divided into four species, named S. flexneri, S. sonnei, S. dysenteriae, and S. boydii, which are distinct genomically and in their ability to cause disease. Shigellosis, the clinical presentation of Shigella infection, is characterized by watery diarrhea, abdominal cramps, and fever. Shigella's ability to cause disease has been attributed to virulence factors, which are encoded on chromosomal pathogenicity islands and the virulence plasmid. However, information on these virulence factors is not often brought together to create a detailed picture of infection, and how this translates into shigellosis symptoms. Firstly, Shigella secretes virulence factors that induce severe inflammation and mediate enterotoxic effects on the colon, producing the classic watery diarrhea seen early in infection. Secondly, Shigella injects virulence effectors into epithelial cells via its Type III Secretion System to subvert the host cell structure and function. This allows invasion of epithelial cells, establishing a replicative niche, and causes erratic destruction of the colonic epithelium. Thirdly, Shigella produces effectors to down-regulate inflammation and the innate immune response. This promotes infection and limits the adaptive immune response, causing the host to remain partially susceptible to re-infection. Combinations of these virulence factors may contribute to the different symptoms and infection capabilities of the diverse Shigella species, in addition to distinct transmission patterns. Further investigation of the dominant species causing disease, using whole-genome sequencing and genotyping, will allow comparison and identification of crucial virulence factors and may contribute to the production of a pan-Shigella vaccine."
28496201,Engulfment signals and the phagocytic machinery for apoptotic cell clearance.,10.1038/emm.2017.52,"The clearance of apoptotic cells is an essential process for tissue homeostasis. To this end, cells undergoing apoptosis must display engulfment signals, such as 'find-me' and 'eat-me' signals. Engulfment signals are recognized by multiple types of phagocytic machinery in phagocytes, leading to prompt clearance of apoptotic cells. In addition, apoptotic cells and phagocytes release tolerogenic signals to reduce immune responses against apoptotic cell-derived self-antigens. Here we discuss recent advances in our knowledge of engulfment signals, the phagocytic machinery and the signal transduction pathways for apoptotic cell engulfment."
28528442,Herpesvirus Capsid Assembly and DNA Packaging.,10.1007/978-3-319-53168-7_6,"Herpes simplex virus type I (HSV-1) is the causative agent of several pathologies ranging in severity from the common cold sore to life-threatening encephalitic infection. During productive lytic infection, over 80 viral proteins are expressed in a highly regulated manner, resulting in the replication of viral genomes and assembly of progeny virions. The virion of all herpesviruses consists of an external membrane envelope, a proteinaceous layer called the tegument, and an icosahedral capsid containing the double-stranded linear DNA genome. The capsid shell of HSV-1 is built from four structural proteins: a major capsid protein, VP5, which forms the capsomers (hexons and pentons), the triplex consisting of VP19C and VP23 found between the capsomers, and VP26 which binds to VP5 on hexons but not pentons. In addition, the dodecameric pUL6 portal complex occupies 1 of the 12 capsid vertices, and the capsid vertex specific component (CVSC), a heterotrimer complex of pUL17, pUL25, and pUL36, binds specifically to the triplexes adjacent to each penton. The capsid is assembled in the nucleus where the viral genome is packaged into newly assembled closed capsid shells. Cleavage and packaging of replicated, concatemeric viral DNA requires the seven viral proteins encoded by the UL6, UL15, UL17, UL25, UL28, UL32, and UL33 genes. Considerable advances have been made in understanding the structure of the herpesvirus capsid and the function of several of the DNA packaging proteins by applying biochemical, genetic, and structural techniques. This review is a summary of recent advances with respect to the structure of the HSV-1 virion capsid and what is known about the function of the seven packaging proteins and their interactions with each other and with the capsid shell."
28572385,Structural basis for antibody-mediated neutralization of Lassa virus.,10.1126/science.aam7260,"The arenavirus Lassa causes severe hemorrhagic fever and a significant disease burden in West Africa every year. The glycoprotein, GPC, is the sole antigen expressed on the viral surface and the critical target for antibody-mediated neutralization. Here we present the crystal structure of the trimeric, prefusion ectodomain of Lassa GP bound to a neutralizing antibody from a human survivor at 3.2-angstrom resolution. The antibody extensively anchors two monomers together at the base of the trimer, and biochemical analysis suggests that it neutralizes by inhibiting conformational changes required for entry. This work illuminates pH-driven conformational changes in both receptor-binding and fusion subunits of Lassa virus, illustrates the unique assembly of the arenavirus glycoprotein spike, and provides a much-needed template for vaccine design against these threats to global health."
28583440,Proteasome Structure and Assembly.,10.1016/j.jmb.2017.05.027,"The eukaryotic 26S proteasome is a large multisubunit complex that degrades the majority of proteins in the cell under normal conditions. The 26S proteasome can be divided into two subcomplexes: the 19S regulatory particle and the 20S core particle. Most substrates are first covalently modified by ubiquitin, which then directs them to the proteasome. The function of the regulatory particle is to recognize, unfold, deubiquitylate, and translocate substrates into the core particle, which contains the proteolytic sites of the proteasome. Given the abundance and subunit complexity of the proteasome, the assembly of this ~2.5MDa complex must be carefully orchestrated to ensure its correct formation. In recent years, significant progress has been made in the understanding of proteasome assembly, structure, and function. Technical advances in cryo-electron microscopy have resulted in a series of atomic cryo-electron microscopy structures of both human and yeast 26S proteasomes. These structures have illuminated new intricacies and dynamics of the proteasome. In this review, we focus on the mechanisms of proteasome assembly, particularly in light of recent structural information."
28630161,Insertion of proteins and lipopolysaccharide into the bacterial outer membrane.,10.1098/rstb.2016.0224,"The bacterial outer membrane contains phospholipids in the inner leaflet and lipopolysaccharide (LPS) in the outer leaflet. Both proteins and LPS must be frequently inserted into the outer membrane to preserve its integrity. The protein complex that inserts LPS into the outer membrane is called LptDE, and consists of an integral membrane protein, LptD, with a separate globular lipoprotein, LptE, inserted in the barrel lumen. The protein complex that inserts newly synthesized outer-membrane proteins (OMPs) into the outer membrane is called the BAM complex, and consists of an integral membrane protein, BamA, plus four lipoproteins, BamB, C, D and E. Recent structural and functional analyses illustrate how these two complexes insert their substrates into the outer membrane by distorting the membrane component (BamA or LptD) to directly access the lipid bilayer.This article is part of the themed issue 'Membrane pores: from structure and assembly, to medicine and technology'."
28673770,Alterations of the nuclear transport system in hepatocellular carcinoma - New basis for therapeutic strategies.,10.1016/j.jhep.2017.06.021,"Hepatocellular carcinoma (HCC) is among the most prevalent human malignancies worldwide with rising incidence in industrialised countries, few therapeutic options and poor prognosis. To expand and improve therapeutic strategies, identification of drug targets involved in several liver cancer-related pathways is crucial. Virtually all signal transduction cascades cross the nuclear envelope and therefore require components of the nuclear transport system (NTS), including nuclear transport receptors (e.g. importins and exportins) and the nuclear pore complex. Accordingly, members of the NTS represent promising targets for therapeutic intervention. Selective inhibitors of nuclear export have already entered clinical trials for various malignancies. Herein, we review the current knowledge regarding alterations of the NTS and their potential for targeted therapy in HCC."
28754839,A Dioxygenase Catalyzes Steroid 16α-Hydroxylation in Steroidal Glycoalkaloid Biosynthesis.,10.1104/pp.17.00501,"Steroidal glycoalkaloids (SGAs) are toxic specialized metabolites that are found in the Solanaceae. Potato (Solanum tuberosum) contains the SGAs α-solanine and α-chaconine, while tomato (Solanum lycopersicum) contains α-tomatine, all of which are biosynthesized from cholesterol. However, although two cytochrome P450 monooxygenases that catalyze the 22- and 26-hydroxylation of cholesterol have been identified, the 16-hydroxylase remains unknown. Feeding with deuterium-labeled cholesterol indicated that the 16α- and 16β-hydrogen atoms of cholesterol were eliminated to form α-solanine and α-chaconine in potato, while only the 16α-hydrogen atom was eliminated in α-tomatine biosynthesis, suggesting that a single oxidation at C-16 takes place during tomato SGA biosynthesis while a two-step oxidation occurs in potato. Here, we show that a 2-oxoglutarate-dependent dioxygenase, designated as 16DOX, is involved in SGA biosynthesis. We found that the transcript of potato 16DOX (St16DOX) was expressed at high levels in the tuber sprouts, where large amounts of SGAs are accumulated. Biochemical analysis of the recombinant St16DOX protein revealed that St16DOX catalyzes the 16α-hydroxylation of hydroxycholesterols and that (22S)-22,26-dihydroxycholesterol was the best substrate among the nine compounds tested. St16DOX-silenced potato plants contained significantly lower levels of SGAs, and a detailed metabolite analysis revealed that they accumulated the glycosides of (22S)-22,26-dihydroxycholesterol. Analysis of the tomato 16DOX (Sl16DOX) gene gave essentially the same results. These findings clearly indicate that 16DOX is a steroid 16α-hydroxylase that functions in the SGA biosynthetic pathway. Furthermore, St16DOX silencing did not affect potato tuber yield, indicating that 16DOX may be a suitable target for controlling toxic SGA levels in potato."
28978703,Atomic Structures of Minor Proteins VI and VII in Human Adenovirus.,10.1128/JVI.00850-17,"Human adenoviruses (Ad) are double-stranded DNA (dsDNA) viruses associated with infectious diseases, but they are better known as tools for gene delivery and oncolytic anticancer therapy. Atomic structures of Ad provide the basis for the development of antivirals and for engineering efforts toward more effective applications. Since 2010, atomic models of human Ad5 have been derived independently from photographic film cryo-electron microscopy (cryo-EM) and X-ray crystallography studies, but discrepancies exist concerning the assignment of cement proteins IIIa, VIII, and IX. To clarify these discrepancies, we employed the technology of direct electron counting to obtain a cryo-EM structure of human Ad5 at 3.2-Å resolution. Our improved structure unambiguously confirms our previous cryo-EM models of proteins IIIa, VIII, and IX and explains the likely cause of conflict in the crystallography models. The improved structure also allows the identification of three new components in the cavity of hexon-the cleaved N terminus of precursor protein VI (pVIn), the cleaved N terminus of precursor protein VII (pVIIn2), and mature protein VI. The binding of pVIIn2-and, by extension, that of genome-condensing pVII-to hexons is consistent with the previously proposed dsDNA genome-capsid coassembly for adenoviruses, which resembles that of single-stranded RNA (ssRNA) viruses but differs from the well-established mechanism of pumping dsDNA into a preformed protein capsid exemplified by tailed bacteriophages and herpesviruses.IMPORTANCE Adenovirus is a double-edged sword to humans: it is a widespread pathogen but can be used as a bioengineering tool for anticancer and gene therapies. The atomic structure of the virus provides the basis for antiviral and application developments, but conflicting atomic models for the important cement proteins IIIa, VIII, and IX from conventional/film cryo-EM and X-ray crystallography studies have caused confusion. Using cutting-edge cryo-EM technology with electron counting, we improved the structure of human adenovirus type 5 and confirmed our previous models of cement proteins IIIa, VIII, and IX, thus clarifying the inconsistent structures. The improved structure also reveals atomic details of membrane-lytic protein VI and genome-condensing protein VII and supports the previously proposed genome-capsid coassembly mechanism for adenoviruses."
29071527,(Immuno)proteasomes as therapeutic target in acute leukemia.,10.1007/s10555-017-9699-4,"The clinical efficacy of proteasome inhibitors in the treatment of multiple myeloma has encouraged application of proteasome inhibitor containing therapeutic interventions in (pediatric) acute leukemia. Here, we summarize the positioning of bortezomib, as first-generation proteasome inhibitor, and second-generation proteasome inhibitors in leukemia treatment from a preclinical and clinical perspective. Potential markers for proteasome inhibitor sensitivity and/or resistance emerging from leukemia cell line models and clinical sample studies will be discussed focusing on the role of immunoproteasome and constitutive proteasome (subunit) expression, PSMB5 mutations, and alternative mechanisms of overcoming proteolytic stress."
29203665,Structural studies of Chikungunya virus maturation.,10.1073/pnas.1713166114,"Cleavage of the alphavirus precursor glycoprotein p62 into the E2 and E3 glycoproteins before assembly with the nucleocapsid is the key to producing fusion-competent mature spikes on alphaviruses. Here we present a cryo-EM, 6.8-Å resolution structure of an ""immature"" Chikungunya virus in which the cleavage site has been mutated to inhibit proteolysis. The spikes in the immature virus have a larger radius and are less compact than in the mature virus. Furthermore, domains B on the E2 glycoproteins have less freedom of movement in the immature virus, keeping the fusion loops protected under domain B. In addition, the nucleocapsid of the immature virus is more compact than in the mature virus, protecting a conserved ribosome-binding site in the capsid protein from exposure. These differences suggest that the posttranslational processing of the spikes and nucleocapsid is necessary to produce infectious virus."
29306785,Structure-function insights into chikungunya virus capsid protein: Small molecules targeting capsid hydrophobic pocket.,10.1016/j.virol.2017.12.020,"The crystal structure of chikungunya (CHIKV) virus capsid protease domain has been determined at 2.2Å. Structure reveals a chymotrypsin-like protease fold with a conserved hydrophobic pocket in CHIKV capsid protein (CP) for interaction with the cytoplasmic tail of E2 (cdE2) similar to the capsid protein of other alphaviruses. Molecular contacts between CP-cdE2 were determined by fitting structures of CHIKV CP and cdE2 into the cryo-EM map of Venezuelan equine encephalitis virus (VEEV). Binding of (S)-(+)-Mandelic acid (MDA) and Ethyl 3-aminobenzoate (EAB) to the hydrophobic pocket of CP was evaluated by molecular docking. Surface plasmon resonance (SPR) and fluorescence spectroscopy experiments confirmed MDA and EAB binding to the CP. The binding constants (KD) obtained from SPR for MDA and EAB were 1.2 × 10-3 M and 0.2 × 10-9 M, respectively. This study adds to the understanding of chikungunya virus structural proteins and may serve as the basis for antiviral development against chikungunya disease."
2943218,Lysosomal enzymes and their receptors.,10.1146/annurev.bi.55.070186.001123,
29474890,Structural model of the SARS coronavirus E channel in LMPG micelles.,10.1016/j.bbamem.2018.02.017,"Coronaviruses (CoV) cause common colds in humans, but are also responsible for the recent Severe Acute, and Middle East, respiratory syndromes (SARS and MERS, respectively). A promising approach for prevention are live attenuated vaccines (LAVs), some of which target the envelope (E) protein, which is a small membrane protein that forms ion channels. Unfortunately, detailed structural information is still limited for SARS-CoV E, and non-existent for other CoV E proteins. Herein, we report a structural model of a SARS-CoV E construct in LMPG micelles with, for the first time, unequivocal intermolecular NOEs. The model corresponding to the detergent-embedded region is consistent with previously obtained orientational restraints obtained in lipid bilayers and in vivo escape mutants. The C-terminal domain is mostly α-helical, and extramembrane intermolecular NOEs suggest interactions that may affect the TM channel conformation."
29477730,Host Cell Targeting by Enteropathogenic Bacteria T3SS Effectors.,10.1016/j.tim.2018.01.010,"Microbial pathogens possess a diversity of weapons that disrupt host homeostasis and immune defenses, thus resulting in the establishment of infection. The best-characterized system mediating bacterial protein delivery into target eukaryotic cells is the type III secretion system (T3SS) expressed by Gram-negative bacteria, including the human enteric pathogens Shigella, Salmonella, Yersinia, and enteropathogenic/enterohemorragic Escherichia coli (EPEC/EHEC). The emerging global view is that these T3SS-bearing pathogens share similarities in their ability to target key cellular pathways such as the cell cytoskeleton, trafficking, cell death/survival, and the NF-κB and MAPK signaling pathways. In particular, multiple host proteins are targeted in a given pathway, and different T3SS effectors from various pathogens share functional similarities."
29622628,Structure of the herpes simplex virus 1 capsid with associated tegument protein complexes.,10.1126/science.aao7298,"Herpes simplex viruses (HSVs) rely on capsid-associated tegument complex (CATC) for long-range axonal transport of their genome-containing capsids between sites of infection and neuronal cell bodies. Here we report cryo-electron microscopy structures of the HSV-1 capsid with CATC up to 3.5-angstrom resolution and atomic models of multiple conformers of capsid proteins VP5, VP19c, VP23, and VP26 and tegument proteins pUL17, pUL25, and pUL36. Crowning every capsid vertex are five copies of heteropentameric CATC, each containing a pUL17 monomer supporting the coiled-coil helix bundle of a pUL25 dimer and a pUL36 dimer, thus positioning their flexible domains for potential involvement in nuclear capsid egress and axonal capsid transport. Notwithstanding newly discovered fold conservation between triplex proteins and bacteriophage λ protein gpD and the previously recognized bacteriophage HK97 gp5-like fold in VP5, HSV-1 capsid proteins exhibit extraordinary diversity in forms of domain insertion and conformational polymorphism, not only for interactions with tegument proteins but also for encapsulation of large genomes."
29728654,Structural basis for membrane anchoring and fusion regulation of the herpes simplex virus fusogen gB.,10.1038/s41594-018-0060-6,"Viral fusogens merge viral and cell membranes during cell penetration. Their ectodomains drive fusion by undergoing large-scale refolding, but little is known about the functionally important regions located within or near the membrane. Here we report the crystal structure of full-length glycoprotein B (gB), the fusogen from herpes simplex virus, complemented by electron spin resonance measurements. The membrane-proximal (MPR), transmembrane (TMD), and cytoplasmic (CTD) domains form a uniquely folded trimeric pedestal beneath the ectodomain, which balances dynamic flexibility with extensive, stabilizing membrane interactions. The postfusion conformation of the ectodomain suggests that the CTD likewise adopted the postfusion form. However, hyperfusogenic mutations, which destabilize the prefusion state of gB, target key interfaces and structural motifs that reinforce the observed CTD structure. Thus, a similar CTD structure must stabilize gB in its prefusion state. Our data suggest a model for how this dynamic, membrane-dependent 'clamp' controls the fusogenic refolding of gB."
29875765,Autophagy and Its Interaction With Intracellular Bacterial Pathogens.,10.3389/fimmu.2018.00935,"Cellular responses to stress can be defined by the overwhelming number of changes that cells go through upon contact with and stressful conditions such as infection and modifications in nutritional status. One of the main cellular responses to stress is autophagy. Much progress has been made in the understanding of the mechanisms involved in the induction of autophagy during infection by intracellular bacteria. This review aims to discuss recent findings on the role of autophagy as a cellular response to intracellular bacterial pathogens such as, Streptococcus pyogenes, Mycobacterium tuberculosis, Shigella flexneri, Salmonella typhimurium, Listeria monocytogenes, and Legionella pneumophila, how the autophagic machinery senses these bacteria directly or indirectly (through the detection of bacteria-induced nutritional stress), and how some of these bacterial pathogens manage to escape from autophagy."
2995326,Self-cloning in Streptomyces griseus of an str gene cluster for streptomycin biosynthesis and streptomycin resistance.,10.1128/jb.164.1.85-94.1985,"An str gene cluster containing at least four genes (strR, strA, strB, and strC) involved in streptomycin biosynthesis or streptomycin resistance or both was self-cloned in Streptomyces griseus by using plasmid pOA154. The strA gene was verified to encode streptomycin 6-phosphotransferase, a streptomycin resistance factor in S. griseus, by examining the gene product expressed in Escherichia coli. The other three genes were determined by complementation tests with streptomycin-nonproducing mutants whose biochemical lesions were clearly identified. strR complemented streptomycin-sensitive mutant SM196 which exhibited impaired activity of both streptomycin 6-phosphotransferase and amidinotransferase (one of the streptomycin biosynthetic enzymes) due to a regulatory mutation; strB complemented strain SD141, which was specifically deficient in amidinotransferase; and strC complemented strain SD245, which was deficient in linkage between streptidine 6-phosphate and dihydrostreptose. By deletion analysis of plasmids with appropriate restriction endonucleases, the order of the four genes was determined to be strR-strA-strB-strC. Transformation of S. griseus with plasmids carrying both strR and strB genes enhanced amidinotransferase activity in the transformed cells. Based on the gene dosage effect and the biological characteristics of the mutants complemented by strR and strB, it was concluded that strB encodes amidinotransferase and strR encodes a positive effector required for the full expression of strA and strB genes. Furthermore, it was found that amplification of a specific 0.7-kilobase region of the cloned DNA on a plasmid inhibited streptomycin biosynthesis of the transformants. This DNA region might contain a regulatory apparatus that participates in the control of streptomycin biosynthesis."
30121295,Revised Crystal Structure of Human Adenovirus Reveals the Limits on Protein IX Quasi-Equivalence and on Analyzing Large Macromolecular Complexes.,10.1016/j.jmb.2018.08.011,"We report the revised crystal structure of a pseudo-typed human adenovirus at 3.8-Å resolution that is consistent with the atomic models of minor proteins determined by cryo-electron microscopy. The diffraction data from multiple crystals were rescaled and merged to increase the data completeness. The densities for the minor proteins were initially identified in the phase-refined omit maps that were further improved by the phases from docked poly-alanine models to build atomic structures. While the trimeric fiber molecules are disordered due to flexibility and imposition of 5-fold symmetry, the remaining major capsid proteins hexon and penton base are clearly ordered, with the exception of hypervariable region 1 of hexons, the RGD containing loop, and the N-termini of the penton base. The exterior minor protein IX together with the interior minor proteins IIIa and VIII stabilizes the adenovirus virion. A segment of N-terminal pro-peptide of VI is found in the interior cavities of peripentonal hexons, and the rest of VI is disordered. While the triskelion substructures formed by the N-termini of IX conform to excellent quasi 3-fold symmetry, the tetrameric coiled-coils formed by the C-termini and organized in parallel and anti-parallel arrangement do not exhibit any quasi-symmetry. This observation also conveys the pitfalls of using the quasi-equivalence as validation criteria for the structural analysis of extended (non-modular) capsid proteins such as IX. Together, these results remedy certain discrepancies in the previous X-ray model in agreement with the cryo-electron microscopy models."
30165442,Efferocytosis and autoimmune disease.,10.1093/intimm/dxy055,"An enormous number of cells in the body die by apoptosis during development and under homeostasis. Apoptotic cells are swiftly engulfed by macrophages and digested into units. This removal of apoptotic cells is called 'efferocytosis'. For efferocytosis, macrophages recognize phosphatidylserine (PtdSer) exposed on the cell surface as an 'eat me' signal. In healthy cells, PtdSer is exclusively localized to the inner leaflet of the plasma membrane by the action of flippases. When cells undergo apoptosis, caspase cleaves flippases to inactivate them, while it cleaves pro-scramblases to active scramblases, which quickly translocate PtdSer to the cell surface. The PtdSer is then recognized by PtdSer-binding proteins or by PtdSer receptors on macrophages, which subsequently engulf the apoptotic cells. When efferocytosis fails, apoptotic cells can rupture, releasing cellular materials that can evoke an autoimmune response. Thus, a defect in the PtdSer-exposing or PtdSer-recognizing processes triggers autoimmunity, leading to a systemic lupus erythematosus-type autoimmune disease."
30201289,Role of the malonyl-CoA synthetase ACSF3 in mitochondrial metabolism.,10.1016/j.jbior.2018.09.002,"Malonyl-CoA is a central metabolite in fatty acid biochemistry. It is the rate-determining intermediate in fatty acid synthesis but is also an allosteric inhibitor of the rate-setting step in mitochondrial long-chain fatty acid oxidation. While these canonical cytoplasmic roles of malonyl-CoA have been well described, malonyl-CoA can also be generated within the mitochondrial matrix by an alternative pathway: the ATP-dependent ligation of malonate to Coenzyme A by the malonyl-CoA synthetase ACSF3. Malonate, a competitive inhibitor of succinate dehydrogenase of the TCA cycle, is a potent inhibitor of mitochondrial respiration. A major role for ACSF3 is to provide a metabolic pathway for the clearance of malonate by the generation of malonyl-CoA, which can then be decarboxylated to acetyl-CoA by malonyl-CoA decarboxylase. Additionally, ACSF3-derived malonyl-CoA can be used to malonylate lysine residues on proteins within the matrix of mitochondria, possibly adding another regulatory layer to post-translational control of mitochondrial metabolism. The discovery of ACSF3-mediated generation of malonyl-CoA defines a new mitochondrial metabolic pathway and raises new questions about how the metabolic fates of this multifunctional metabolite intersect with mitochondrial metabolism."
